listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
1518,5RZN5WRC6H8X20332,Nissan,Sentra,2015,XSE,Sedan,Diesel,Automatic,153630,2014.0,good,"West Aimee, NT, Australia",Dealer,"Backup Camera, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Push Button Start, Sunroof, Wireless Charging"
1519,WV5J69FW3E88X5251,Toyota,Innova,2014,Base,Van,Petrol,Automatic,129841,3474.0,excellent,"Nagaon, GJ, India",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Navigation"
1520,246M2ZF539CWZ4735,Mahindra,Bolero,2022,XLE,MPV,Petrol,Automatic,49018,10953.0,good,"Purnia, KL, India",Dealer,"Apple CarPlay, Heated Seats, Sunroof, Ventilated Seats"
1521,PRT25UA63S09C3952,Volkswagen,Jetta,2024,LE,MPV,CNG,Automatic,9390,18225.0,fair,"East Robertton, WA, Australia",Private Party,"Android Auto, Backup Camera, Blind Spot Monitor, Keyless Entry, Lane Keep Assist, Leather Seats, Sunroof, Wireless Charging"
1522,U27URMZ5XVWLE2793,Kia,Sorento,2016,LT,Coupe,Petrol,Manual,105250,3287.0,fair,"Cape Town, EC, South Africa",Private Party,"Backup Camera, Fog Lights, Heated Seats, Leather Seats, Navigation, Panoramic Roof, Parking Sensors, Sunroof"
1523,XBD1N4GG10KT15680,Honda,Civic,2025,Base,Crossover,Petrol,Automatic,0,26834.0,fair,"Veronicaport, WA, Australia",Private Party,"Backup Camera, Bluetooth, Leather Seats, Navigation, Push Button Start, Ventilated Seats"
1524,CU5K1G8N5PS032880,Tata,Nexon,2012,Platinum,Van,Petrol,Automatic,274780,1208.0,excellent,"Bongaigaon, HR, India",Private Party,"Adaptive Cruise Control, Alloy Wheels, Bluetooth, Heated Seats, Panoramic Roof, Push Button Start"
1525,1GZ6RPPJ7VHMV1660,Toyota,Tacoma,2007,Performance,SUV,Electric,Automatic,166144,1165.0,good,"Durban, MP, South Africa",Certified Pre-Owned,"Android Auto, Backup Camera, Fog Lights, Push Button Start, Ventilated Seats, Wireless Charging"
1526,M5R0DCAC400RD2825,Toyota,Camry,2014,LX,Crossover,Hybrid,Manual,184905,2329.0,good,"八千代市, Hokkaido, Japan",Private Party,
1527,LETEURDG6ASBP2174,Nissan,Rogue,2024,LTZ,Pickup,Petrol,Manual,15019,31089.0,good,"Stevenmouth, NC, US",Dealer,"Android Auto, LED Headlights, Navigation, Panoramic Roof, Parking Sensors"
1528,5VBXCH2978CN78386,Nissan,Altima,2023,LX,Crossover,Hybrid,Manual,39047,20076.0,good,"Lévêque, OCC, France",Dealer,"Adaptive Cruise Control, LED Headlights, Sunroof, Wireless Charging"
1529,DNV7UF688582U7696,Mercedes-Benz,GLA,2016,Sport,SUV,Diesel,Automatic,105469,5383.0,salvage,"世田谷区, Tokyo, Japan",Dealer,
1530,TB0C0UTXX57FF1517,Honda,Accord,2023,LTZ,Pickup,Petrol,Automatic,42777,26870.0,,"Maillot-les-Bains, HDF, France",Certified Pre-Owned,"Android Auto, Apple CarPlay, Backup Camera, Blind Spot Monitor, Bluetooth, LED Headlights, Push Button Start, Sunroof, Wireless Charging"
1531,Y3PYN79G9ALFR9815,Nissan,Altima,2013,Trend,SUV,Petrol,Manual,155643,1924.0,good,"Port David, IL, US",Private Party,"Alloy Wheels, Heated Seats, Keyless Entry, LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors, Ventilated Seats"
1532,MU8HGZ0N1ST8E2762,Toyota,RAV4,2015,SE,Crossover,Diesel,Manual,128736,2447.0,good,"Ryantown, NC, US",Dealer,"Alloy Wheels, Blind Spot Monitor, Heated Seats, Keyless Entry, Panoramic Roof, Push Button Start, Sunroof"
1533,H5EBY94Z8SGB19063,Mercedes-Benz,C-Class,2020,LX,Pickup,Diesel,Automatic,102923,23880.0,excellent,"Maréchaldan, IDF, France",Private Party,"Android Auto, Backup Camera, Keyless Entry, Panoramic Roof"
1534,GZF2YNPD33XL15335,Kia,Seltos,2013,,MPV,Diesel,CVT,174156,1839.0,fair,"印旛郡印旛村, Kanagawa, Japan",Private Party,
1535,A416MZXKXXRF03442,Skoda,Slavia,2023,,Sedan,Petrol,Manual,22837,13918.0,fair,"Porto do Galho, BA, Brazil",Private Party,"Bluetooth, Heated Seats, Panoramic Roof, Parking Sensors, Ventilated Seats"
1536,H8VB777G3T1M35224,Tata,Altroz,2007,,Coupe,Hybrid,CVT,260000,1198.0,fair,"Robertton, QLD, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Heated Seats, Sunroof, Wireless Charging"
1537,8GERBYE22GWXT7782,Maruti,Ertiga,2012,,Hatchback,Diesel,Automatic,180454,1171.0,fair,"Darrenland, ENG, UK",Private Party,"Alloy Wheels, Apple CarPlay, Keyless Entry, Ventilated Seats, Wireless Charging"
1538,YX2EKENT467DA3812,Mercedes-Benz,GLC,2022,Long Range,Sedan,Diesel,Automatic,31515,25534.0,excellent,"Edwardland, WLS, UK",Dealer,"Bluetooth, Fog Lights, Keyless Entry, LED Headlights, Wireless Charging"
1539,N0D4CCW04TDF15830,Tata,Nexon,2022,LTZ,Hatchback,Hybrid,Manual,47280,9038.0,excellent,"Auerbach, BY, Germany",Dealer,"Adaptive Cruise Control, Backup Camera, Bluetooth, Fog Lights, LED Headlights, Lane Keep Assist, Push Button Start, Sunroof, Ventilated Seats"
1540,B20HYV959V44H1382,Audi,Q5,2017,Long Range,Convertible,Electric,DCT,72572,12175.0,excellent,"North Paul, NT, Australia",Private Party,"Apple CarPlay, Fog Lights, Heated Seats, Keyless Entry, Leather Seats, Wireless Charging"
1541,YLNJY7ZK5JYWT6784,Tata,Harrier,2013,EX,Crossover,Plug-in Hybrid,CVT,235431,1270.0,excellent,"Lamy-sur-Da Silva, PACA, France",Dealer,"Blind Spot Monitor, Fog Lights, Navigation, Panoramic Roof, Push Button Start, Sunroof"
1542,LFCMC3VY7L9P70240,Mercedes-Benz,C-Class,2021,EX,Sedan,Petrol,Automatic,81406,21527.0,new,"Germersheim, BB, Germany",Dealer,"Alloy Wheels, Android Auto, Keyless Entry, Leather Seats, Push Button Start, Wireless Charging"
1543,N043Z91N9P7VD1213,Volkswagen,Jetta,2017,LT,Coupe,Diesel,Automatic,89137,5400.0,,"St. Scott, SA, Australia",Dealer,"Adaptive Cruise Control, Apple CarPlay, LED Headlights, Sunroof"
1544,429WBXM36D90V6078,Toyota,Tacoma,2020,,Sedan,Petrol,Manual,77166,5950.0,fair,"Aparecida da Serra, RS, Brazil",Private Party,"Alloy Wheels, Apple CarPlay, Fog Lights, Heated Seats, LED Headlights, Navigation, Sunroof, Ventilated Seats"
1545,4WX752ZY83X3H1624,Honda,Accord,2023,,Pickup,Petrol,Automatic,21510,30957.0,excellent,"Bowenburgh, WLS, UK",Dealer,"Alloy Wheels, Fog Lights, LED Headlights, Lane Keep Assist, Panoramic Roof"
1546,S45LE4KP82TDX4398,Tata,Nexon,2024,SE,Convertible,Diesel,Manual,12651,23656.0,excellent,"Katyshire, NIR, UK",Dealer,"Apple CarPlay, Heated Seats, Navigation, Sunroof"
1547,40UTUASA6JYGC9072,Mercedes-Benz,GLA,2013,Sport,Van,Diesel,Manual,200277,3307.0,excellent,"Silchar, PB, India",Certified Pre-Owned,
1548,LP1K132X27DZ86309,Kia,Sonet,2016,Sport,Van,Hybrid,Automatic,127779,2807.0,good,"South Ryan, QC, Canada",Private Party,"Apple CarPlay, Bluetooth, LED Headlights, Push Button Start, Sunroof, Wireless Charging"
1549,N2M2MHNC0R7LT7955,Audi,A6,2012,Titanium,SUV,Petrol,Automatic,345723,2632.0,good,"Ramagundam, MH, India",Dealer,"Backup Camera, Fog Lights, LED Headlights, Panoramic Roof, Sunroof"
1550,UETLFFF9152LV4800,Nissan,Altima,2021,LE,Sedan,Hybrid,Automatic,30218,11391.0,good,"Bloemfontein, MP, South Africa",Dealer,"Android Auto, Backup Camera, Bluetooth, Keyless Entry, Navigation, Sunroof"
1551,CKAP0LX73YE8K8138,Honda,Accord,2014,LX,Van,Petrol,CVT,158685,2445.0,fair,"Burhanpur, KL, India",Dealer,"Adaptive Cruise Control, Apple CarPlay, LED Headlights, Leather Seats, Sunroof"
1552,HWR6M7FS092U88877,Audi,A4,2018,Base,Convertible,Petrol,Automatic,106365,10357.0,good,"North Derek, NB, Canada",Dealer,"Alloy Wheels, Android Auto, Backup Camera, Bluetooth, Heated Seats, Lane Keep Assist, Parking Sensors, Ventilated Seats, Wireless Charging"
1553,T9KJ24XN5EMCR5492,Volkswagen,Taigun,2018,Long Range,Pickup,Diesel,Automatic,74293,8817.0,good,"New Jasonville, AZ, US",Dealer,"Adaptive Cruise Control, Heated Seats, Leather Seats, Panoramic Roof, Wireless Charging"
1554,82UKST5F9PPLU6149,Ford,F-150,2024,LT,SUV,Petrol,Automatic,13979,31606.0,excellent,"Wadeburgh, MA, US",Dealer,"Alloy Wheels, Apple CarPlay, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, Navigation, Parking Sensors, Ventilated Seats"
1555,DSPV63N145P7J6016,Hyundai,Sonata,2014,Limited,Sedan,Petrol,Automatic,123620,1848.0,good,"Rosehaven, VIC, Australia",Dealer,"Android Auto, Backup Camera, Blind Spot Monitor, Bluetooth, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Wireless Charging"
1556,UMELT66R5U51N2424,Nissan,Rogue,2020,Base,MPV,Petrol,Automatic,55722,10432.0,excellent,"Yustad, NY, US",Private Party,"Adaptive Cruise Control, Heated Seats, Leather Seats, Wireless Charging"
1557,DY7Y2BM06DM3C1442,Mercedes-Benz,GLA,2021,Titanium,Hatchback,Petrol,Automatic,50256,15613.0,,"Fatehpur, HR, India",Dealer,"Alloy Wheels, Apple CarPlay, Leather Seats, Navigation, Panoramic Roof, Push Button Start"
1558,ULWKTJNK5LALY1574,Maruti,Swift,2015,Limited,Crossover,Petrol,Automatic,190840,2037.0,excellent,"Vijayanagaram, GJ, India",Dealer,"Apple CarPlay, Blind Spot Monitor, LED Headlights, Navigation, Wireless Charging"
1559,SK0WEMRWXP0DU8002,Maruti,Wagon R,2023,LX,Hatchback,Diesel,Automatic,24569,11647.0,like new,"府中市, Tokyo, Japan",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Blind Spot Monitor, Heated Seats, LED Headlights, Parking Sensors, Push Button Start, Wireless Charging"
1560,P20KPSLK60YXG0696,Kia,Sorento,2021,LT,Coupe,Electric,Automatic,36408,18331.0,good,"Port Elizabeth, WC, South Africa",Dealer,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Keyless Entry, LED Headlights, Leather Seats"
1561,0CPKS5ES2BW148802,Maruti,Baleno,2017,Trend,MPV,Hybrid,Automatic,140810,3453.0,good,"Sainte AndréeVille, OCC, France",Private Party,"Android Auto, Apple CarPlay, Blind Spot Monitor, Panoramic Roof, Parking Sensors, Push Button Start, Ventilated Seats"
1562,P3FPHHTA5X9DF9850,Skoda,Kushaq,2011,,Sedan,Petrol,Automatic,177503,1268.0,excellent,"North John, OH, US",Dealer,"Adaptive Cruise Control, Android Auto, Push Button Start, Ventilated Seats, Wireless Charging"
1563,PKH8U3HU5Y11N8221,Chevrolet,Equinox,2023,Titanium,SUV,Hybrid,Manual,22638,22365.0,good,"Grayhaven, NSW, Australia",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Backup Camera, Heated Seats, Keyless Entry, LED Headlights, Parking Sensors, Push Button Start"
1564,UYNB9L4F8DNT22577,Chevrolet,Trax,2013,Base,Van,Petrol,Manual,196596,1404.0,fair,"Lake Darrelltown, WA, US",Dealer,"Android Auto, Apple CarPlay, Keyless Entry, LED Headlights, Lane Keep Assist, Ventilated Seats"
1565,SXKEW1M4623LN6590,Mercedes-Benz,E-Class,2018,EX,Hatchback,Petrol,DCT,115129,4586.0,good,"Gomes, RJ, Brazil",Dealer,"Backup Camera, Blind Spot Monitor, Bluetooth, Heated Seats, LED Headlights"
1566,7BDZGKXV9DV7D8748,Maruti,Wagon R,2017,Platinum,Crossover,Diesel,Automatic,204638,2396.0,good,"川崎市幸区, Hokkaido, Japan",Private Party,"Alloy Wheels, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
1567,GEA6F14B0ZBSW3486,Hyundai,Sonata,2024,XLE,Coupe,Electric,Automatic,12350,29528.0,good,"Port Michaelstad, SA, Australia",Dealer,"Adaptive Cruise Control, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Push Button Start, Sunroof"
1568,4E8626JZ77R0V4988,Toyota,Camry,2013,Sport,Crossover,Diesel,Automatic,96983,2712.0,excellent,"Andrade, AM, Brazil",Dealer,"Backup Camera, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Navigation, Parking Sensors, Sunroof, Wireless Charging"
1569,0VFG8WN431F3R0423,Mahindra,XUV700,2024,,Hatchback,Petrol,Manual,22879,12079.0,good,"Mauricenec, ARA, France",Private Party,"Alloy Wheels, Android Auto, Blind Spot Monitor, Fog Lights, Heated Seats, LED Headlights, Lane Keep Assist, Ventilated Seats, Wireless Charging"
1570,DMN1X72B2TDP12351,Ford,Explorer,2010,Sport,Hatchback,Diesel,Manual,316050,1231.0,excellent,"Munoznec, CVL, France",Dealer,"Alloy Wheels, Backup Camera, Bluetooth, Keyless Entry, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
1571,KMA2L5A971V248691,Maruti,Wagon R,2005,,Crossover,Plug-in Hybrid,Manual,204769,1247.0,excellent,"Macdonaldport, NSW, Australia",Private Party,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Bluetooth, Keyless Entry, Wireless Charging"
1572,LPGJZYJ39VCBE4557,Ford,Explorer,2022,L,Van,Hybrid,Automatic,43136,8876.0,salvage,"Pinto, BFC, France",Dealer,"Backup Camera, Fog Lights, Heated Seats, Panoramic Roof, Ventilated Seats, Wireless Charging"
1573,077ECZRE36WC15286,Mercedes-Benz,E-Class,2019,Trend,Sedan,Hybrid,Automatic,104722,6432.0,salvage,"Eilenburg, NW, Germany",Private Party,"Apple CarPlay, Bluetooth, Sunroof, Wireless Charging"
1574,18XLW4TV21RET6893,Nissan,Magnite,2012,Performance,Pickup,CNG,CVT,174325,2055.0,good,"Jodiefort, NIR, UK",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Blind Spot Monitor, Heated Seats, LED Headlights, Lane Keep Assist, Ventilated Seats, Wireless Charging"
1575,FAFMABS55V62G6430,Nissan,Altima,2020,,Crossover,Electric,Manual,99563,12733.0,excellent,"Hoarau-sur-Joly, NAQ, France",Private Party,"Android Auto, LED Headlights, Lane Keep Assist, Leather Seats, Parking Sensors, Wireless Charging"
1576,SVKLBE4R7BRX00070,Kia,Sonet,2018,,Coupe,Petrol,Automatic,82749,8132.0,good,"Durg, PB, India",Dealer,"Blind Spot Monitor, Heated Seats, Keyless Entry, Navigation, Parking Sensors"
1577,65JXWD7K27YMJ9805,Skoda,Slavia,2017,Base,Hatchback,Petrol,Automatic,126642,3510.0,good,"Hildburghausen, HE, Germany",Dealer,"Backup Camera, Blind Spot Monitor, Fog Lights, Heated Seats, Navigation, Panoramic Roof, Parking Sensors, Ventilated Seats"
1578,X44APC1N24ZUY6629,Ford,Escape,2019,,Crossover,Petrol,Automatic,141515,3801.0,salvage,"Bangalore, PB, India",Dealer,"Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, LED Headlights, Lane Keep Assist"
1579,4L1PM8M85ZE924978,Tesla,Model Y,2017,Limited,Sedan,Petrol,Automatic,108229,6017.0,excellent,"East London, GP, South Africa",Private Party,"Alloy Wheels, Android Auto, Backup Camera, Bluetooth, Heated Seats, LED Headlights, Navigation, Parking Sensors, Wireless Charging"
1580,7JSVNWTDXBF7P0828,Hyundai,i20,2017,LE,Crossover,Diesel,Automatic,191006,3840.0,good,"八丈島八丈町, Kyoto, Japan",Private Party,"Backup Camera, Blind Spot Monitor, Heated Seats, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
1581,0LEMT5MP7Y76G4650,Kia,Sorento,2019,Titanium,Crossover,Petrol,Automatic,97491,7366.0,excellent,"Port Andrewton, NT, Australia",Dealer,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Heated Seats, LED Headlights, Lane Keep Assist, Push Button Start, Ventilated Seats, Wireless Charging"
1582,YN0961DD952VK5139,Tata,Nexon,2025,Long Range,Crossover,Hybrid,Automatic,0,21809.0,good,"North Sherri, TX, US",Private Party,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Backup Camera, Keyless Entry, LED Headlights, Lane Keep Assist, Leather Seats, Panoramic Roof"
1583,5EKP6ZBK3VF700817,Mercedes-Benz,E-Class,2023,L,Crossover,Petrol,Automatic,24226,26118.0,fair,"North Kristin, NT, Australia",Dealer,"Backup Camera, Bluetooth, Heated Seats, LED Headlights, Lane Keep Assist, Ventilated Seats"
1584,GK80EMPU9SW5V7421,Toyota,Tacoma,2014,,Van,Electric,Automatic,149174,2423.0,fair,"Deggendorf, NW, Germany",Private Party,"Android Auto, Apple CarPlay, Fog Lights, Ventilated Seats"
1585,M0GKGXKL9PM146834,BMW,3 Series,2019,Titanium,Pickup,Petrol,Automatic,96995,16053.0,excellent,"Tinaborough, NIR, UK",Private Party,"Android Auto, Backup Camera, Blind Spot Monitor, Navigation, Parking Sensors, Push Button Start, Wireless Charging"
1586,1TX048DT03T4Y4233,Volkswagen,Jetta,2017,Trend,Convertible,Petrol,Automatic,108160,3013.0,salvage,"Williamsville, QC, Canada",Dealer,
1587,5MD8TAY07U68B3463,Nissan,Magnite,2024,XLE,Coupe,Diesel,Manual,13584,27752.0,good,"Port Cindy, VIC, Australia",Dealer,"Alloy Wheels, Backup Camera, Heated Seats, LED Headlights"
1588,HWMG64870UH7B4395,Mercedes-Benz,GLC,2013,SE,Crossover,Diesel,Manual,181918,2982.0,good,"Kirstyville, SCT, UK",Dealer,
1589,8BJWWJDW15NL65537,Volkswagen,Taigun,2014,Trend,Coupe,CNG,Automatic,132636,1699.0,fair,"Daviesstad, SCT, UK",Dealer,"Adaptive Cruise Control, Android Auto, Bluetooth, Fog Lights, Keyless Entry, Lane Keep Assist, Panoramic Roof, Sunroof"
1590,9P89EVSP5A13E2837,Ford,Maverick,2017,LX,Coupe,Petrol,Manual,118149,4202.0,good,"Johannesburg, GP, South Africa",Dealer,"Blind Spot Monitor, Heated Seats, Keyless Entry, Parking Sensors"
1591,YJ9PFHB91JNXA7322,Toyota,Corolla,2019,Touring,Sedan,Petrol,Automatic,63046,6324.0,fair,"St. Nancytown, NSW, Australia",Dealer,
1592,H5G2WVFS2MLBW3463,Toyota,Fortuner,2019,XSE,Crossover,CNG,Automatic,45245,9907.0,good,"Peixoto do Campo, AM, Brazil",Dealer,"Alloy Wheels, Apple CarPlay, Lane Keep Assist, Leather Seats, Push Button Start"
1593,YHN20ST1XA49T8088,Nissan,Magnite,2006,Base,Crossover,Electric,DCT,262805,1192.0,fair,"杉並区, Aichi, Japan",Dealer,"Android Auto, Fog Lights, Lane Keep Assist, Navigation, Panoramic Roof, Push Button Start"
1594,T33H62SB41MC22297,Tata,Punch,2025,Limited,Crossover,Diesel,Manual,0,22683.0,excellent,"New Kaylamouth, QLD, Australia",Certified Pre-Owned,"Apple CarPlay, Bluetooth, Fog Lights, Leather Seats, Parking Sensors"
1595,Y61C8X6X027T52344,Tesla,Model Y,2021,Platinum,Crossover,Electric,Manual,41324,23994.0,good,"Freitas da Serra, CE, Brazil",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Panoramic Roof"
1596,3FHRAN5Y88X744654,Honda,City,2025,,Convertible,Plug-in Hybrid,Automatic,0,44849.0,good,"Pune, MH, India",Dealer,"Apple CarPlay, Fog Lights, Heated Seats, Push Button Start"
1597,K9VSG7SS4WXDS6650,Chevrolet,Silverado,2012,L,MPV,Hybrid,Automatic,163176,1289.0,fair,"Coryville, QLD, Australia",Dealer,"Android Auto, Blind Spot Monitor, Heated Seats, Sunroof"
1598,4MXVH6Y34HFBS9889,Audi,Q5,2021,Premium,SUV,Diesel,Manual,34302,29676.0,excellent,"Smithville, WLS, UK",Dealer,
1599,2VSUYFUL32YG97679,Skoda,Kushaq,2012,Platinum,Convertible,CNG,Automatic,213883,1908.0,good,"Langview, QC, Canada",Dealer,"Alloy Wheels, Blind Spot Monitor, Fog Lights, Keyless Entry, Push Button Start"
1600,WS14N4LY40C413465,BMW,3 Series,2021,LTZ,SUV,Petrol,CVT,37211,25586.0,good,"Durban, FS, South Africa",Dealer,"Android Auto, Backup Camera, Keyless Entry, Wireless Charging"
1601,KUHT5JY20BL920766,Audi,Q5,2016,Platinum,Convertible,Petrol,Manual,90743,10319.0,excellent,"Lake Lorraineport, ENG, UK",Private Party,"Alloy Wheels, Android Auto, Apple CarPlay, Blind Spot Monitor, LED Headlights, Navigation, Parking Sensors, Ventilated Seats, Wireless Charging"
1602,441EGC6N8DUMY7189,Honda,CR-V,2022,Premium,Coupe,Petrol,Manual,39366,21032.0,excellent,"Neu-Ulm, HE, Germany",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Heated Seats, Panoramic Roof, Ventilated Seats, Wireless Charging"
1603,5VW20KU04U63M4731,BMW,3 Series,2011,Premium,Pickup,Hybrid,Automatic,106615,3130.0,fair,"Allenborough, QLD, Australia",Dealer,"Adaptive Cruise Control, Apple CarPlay, Bluetooth, LED Headlights, Navigation, Push Button Start"
1604,2G7TG3GK1EFN56784,Maruti,Dzire,2013,SE,Van,Petrol,Manual,294221,1199.0,fair,"Guillon-sur-Mer, HDF, France",Private Party,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Bluetooth, Fog Lights, Navigation, Push Button Start"
1605,2FBXTB6L25NJE6310,Mercedes-Benz,GLC,2020,Titanium,Convertible,Electric,Manual,44271,28801.0,good,"East Anita, NS, Canada",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Bluetooth, Heated Seats, LED Headlights, Leather Seats, Navigation, Panoramic Roof"
1606,SJAHZS5P6HKK95682,Tesla,Model Y,2007,SE,MPV,Plug-in Hybrid,Manual,173324,1191.0,fair,"Vasconcelos das Pedras, PA, Brazil",Dealer,"Adaptive Cruise Control, Heated Seats, Lane Keep Assist, Sunroof, Wireless Charging"
1607,LBGFHS8N63FSM9665,Mercedes-Benz,GLC,2017,,Convertible,Hybrid,Automatic,196917,7070.0,good,"Chartier, BFC, France",Dealer,"Alloy Wheels, Android Auto, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Ventilated Seats, Wireless Charging"
1608,Y7KH2GVU0ASJT3196,Chevrolet,Equinox,2012,Titanium,Van,Petrol,Automatic,160727,1519.0,excellent,"North Xaviermouth, WA, Australia",Dealer,"Apple CarPlay, Backup Camera, Fog Lights, Heated Seats, Keyless Entry, Navigation, Push Button Start, Ventilated Seats"
1609,RHX3GNLD1CZ110983,Honda,Amaze,2008,LT,Crossover,Petrol,CVT,158030,1249.0,fair,"Andreafurt, SA, Australia",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Bluetooth, Fog Lights, Lane Keep Assist, Leather Seats, Panoramic Roof"
1610,6A89N32D145H35362,Hyundai,Creta,2023,Titanium,Pickup,Diesel,Automatic,25693,26858.0,good,"Johnsonburgh, PA, US",Dealer,"Alloy Wheels, Android Auto, Bluetooth, Navigation, Parking Sensors, Sunroof, Ventilated Seats"
1611,NFU3F2WE8U5HR6682,Chevrolet,Silverado,2020,XSE,Hatchback,Electric,Automatic,62452,8124.0,fair,"袖ケ浦市, Kyoto, Japan",Private Party,
1612,F10HHFUL0K9J13074,Honda,Accord,2018,,Crossover,Diesel,Automatic,88578,7168.0,good,"Jammu, TG, India",Dealer,"Backup Camera, Blind Spot Monitor, Heated Seats, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof"
1613,RAVDGB0C47URA0702,Chevrolet,Equinox,2016,Platinum,Van,Diesel,Automatic,147024,3168.0,excellent,"Bloemfontein, KZN, South Africa",Dealer,"Alloy Wheels, Apple CarPlay, Fog Lights, Heated Seats, Keyless Entry, Leather Seats, Panoramic Roof, Parking Sensors, Wireless Charging"
1614,XMXWFD3M4XP6G4462,Audi,A6,2018,XLE,Sedan,CNG,Automatic,148123,7906.0,good,"Saint Édithdan, HDF, France",Dealer,"Android Auto, Backup Camera, Bluetooth, Fog Lights, Heated Seats, Leather Seats, Panoramic Roof, Sunroof, Ventilated Seats"
1615,9V9JDVD60C3SC2168,Skoda,Slavia,2021,Premium,Sedan,Hybrid,Automatic,92997,10304.0,good,"鎌ケ谷市, Hokkaido, Japan",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Heated Seats, LED Headlights, Leather Seats, Parking Sensors"
1616,5SAMZ4M046SSG7419,Audi,Q5,2018,Touring,Pickup,Petrol,Automatic,115297,16531.0,excellent,"Roussel, HDF, France",Dealer,"Bluetooth, Leather Seats, Navigation, Push Button Start"
1617,VXWV6CRB2766F8055,Toyota,Highlander,2006,XLE,Crossover,Petrol,Automatic,268613,1235.0,good,"Regen, BY, Germany",Dealer,"Blind Spot Monitor, Bluetooth, Lane Keep Assist, Sunroof"
1618,PEVZADGH2XRYV5181,Mahindra,XUV700,2008,Platinum,Hatchback,Petrol,Automatic,285989,1268.0,good,"小笠原村, Kyoto, Japan",Certified Pre-Owned,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Bluetooth, LED Headlights, Leather Seats, Navigation, Panoramic Roof, Sunroof"
1619,6RXP5AWK2UASX5696,Mahindra,XUV700,2015,Base,Convertible,Petrol,Automatic,219938,2431.0,like new,"Motihari, HR, India",Dealer,"Alloy Wheels, Android Auto, LED Headlights, Leather Seats, Push Button Start, Sunroof, Wireless Charging"
1620,FV2CWFUGXWS3J1181,Chevrolet,Silverado,2017,SE,MPV,Petrol,Automatic,134212,2930.0,,"Hickschester, NIR, UK",Dealer,"Backup Camera, Navigation, Panoramic Roof, Sunroof"
1621,C9KYJZN49X8YU4659,Kia,Seltos,2018,XLE,Crossover,Diesel,DCT,78170,5361.0,fair,"Lake Roger, ACT, Australia",Dealer,"Apple CarPlay, Fog Lights, Heated Seats, Lane Keep Assist, Navigation, Push Button Start, Wireless Charging"
1622,SXJ69X683KLD24296,Maruti,Swift,2023,LE,Crossover,Hybrid,Automatic,24076,7812.0,salvage,"Johannesburg, FS, South Africa",Dealer,"Apple CarPlay, Backup Camera, Fog Lights, Lane Keep Assist, Leather Seats, Push Button Start, Sunroof, Wireless Charging"
1623,3H2F5NNFXVREE1881,Toyota,Fortuner,2017,Premium,Hatchback,Diesel,Automatic,69615,4253.0,excellent,"South Kieran, SCT, UK",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Fog Lights, LED Headlights, Lane Keep Assist, Push Button Start, Sunroof, Ventilated Seats"
1624,JK3YFKDF23UFS8829,Honda,CR-V,2007,LX,Sedan,Hybrid,CVT,260000,1187.0,excellent,"West Katy, SCT, UK",Dealer,"Android Auto, Apple CarPlay, Blind Spot Monitor, Navigation, Push Button Start, Ventilated Seats, Wireless Charging"
1625,1EP1HDV79XBWT9219,Toyota,Innova,2019,Titanium,Crossover,Petrol,Automatic,126370,8252.0,excellent,"板橋区, Tokyo, Japan",Dealer,"Alloy Wheels, Android Auto, Heated Seats, Wireless Charging"
